seq_name,_PolarizabilityC1,_PolarizabilityC2,_PolarizabilityC3,_SolventAccessibilityC1,_SolventAccessibilityC2,_SolventAccessibilityC3,_SecondaryStrC1,_SecondaryStrC2,_SecondaryStrC3,_ChargeC1,_ChargeC2,_ChargeC3,_PolarityC1,_PolarityC2,_PolarityC3,_NormalizedVDWVC1,_NormalizedVDWVC2,_NormalizedVDWVC3,_HydrophobicityC1,_HydrophobicityC2,_HydrophobicityC3,_PolarizabilityT12,_PolarizabilityT13,_PolarizabilityT23,_SolventAccessibilityT12,_SolventAccessibilityT13,_SolventAccessibilityT23,_SecondaryStrT12,_SecondaryStrT13,_SecondaryStrT23,_ChargeT12,_ChargeT13,_ChargeT23,_PolarityT12,_PolarityT13,_PolarityT23,_NormalizedVDWVT12,_NormalizedVDWVT13,_NormalizedVDWVT23,_HydrophobicityT12,_HydrophobicityT13,_HydrophobicityT23,_PolarizabilityD1001,_PolarizabilityD1025,_PolarizabilityD1050,_PolarizabilityD1075,_PolarizabilityD1100,_PolarizabilityD2001,_PolarizabilityD2025,_PolarizabilityD2050,_PolarizabilityD2075,_PolarizabilityD2100,_PolarizabilityD3001,_PolarizabilityD3025,_PolarizabilityD3050,_PolarizabilityD3075,_PolarizabilityD3100,_SolventAccessibilityD1001,_SolventAccessibilityD1025,_SolventAccessibilityD1050,_SolventAccessibilityD1075,_SolventAccessibilityD1100,_SolventAccessibilityD2001,_SolventAccessibilityD2025,_SolventAccessibilityD2050,_SolventAccessibilityD2075,_SolventAccessibilityD2100,_SolventAccessibilityD3001,_SolventAccessibilityD3025,_SolventAccessibilityD3050,_SolventAccessibilityD3075,_SolventAccessibilityD3100,_SecondaryStrD1001,_SecondaryStrD1025,_SecondaryStrD1050,_SecondaryStrD1075,_SecondaryStrD1100,_SecondaryStrD2001,_SecondaryStrD2025,_SecondaryStrD2050,_SecondaryStrD2075,_SecondaryStrD2100,_SecondaryStrD3001,_SecondaryStrD3025,_SecondaryStrD3050,_SecondaryStrD3075,_SecondaryStrD3100,_ChargeD1001,_ChargeD1025,_ChargeD1050,_ChargeD1075,_ChargeD1100,_ChargeD2001,_ChargeD2025,_ChargeD2050,_ChargeD2075,_ChargeD2100,_ChargeD3001,_ChargeD3025,_ChargeD3050,_ChargeD3075,_ChargeD3100,_PolarityD1001,_PolarityD1025,_PolarityD1050,_PolarityD1075,_PolarityD1100,_PolarityD2001,_PolarityD2025,_PolarityD2050,_PolarityD2075,_PolarityD2100,_PolarityD3001,_PolarityD3025,_PolarityD3050,_PolarityD3075,_PolarityD3100,_NormalizedVDWVD1001,_NormalizedVDWVD1025,_NormalizedVDWVD1050,_NormalizedVDWVD1075,_NormalizedVDWVD1100,_NormalizedVDWVD2001,_NormalizedVDWVD2025,_NormalizedVDWVD2050,_NormalizedVDWVD2075,_NormalizedVDWVD2100,_NormalizedVDWVD3001,_NormalizedVDWVD3025,_NormalizedVDWVD3050,_NormalizedVDWVD3075,_NormalizedVDWVD3100,_HydrophobicityD1001,_HydrophobicityD1025,_HydrophobicityD1050,_HydrophobicityD1075,_HydrophobicityD1100,_HydrophobicityD2001,_HydrophobicityD2025,_HydrophobicityD2050,_HydrophobicityD2075,_HydrophobicityD2100,_HydrophobicityD3001,_HydrophobicityD3025,_HydrophobicityD3050,_HydrophobicityD3075,_HydrophobicityD3100,druggable
Positive_186,0.316,0.434,0.251,0.459,0.289,0.251,0.465,0.285,0.25,0.116,0.779,0.104,0.375,0.31,0.315,0.363,0.386,0.251,0.289,0.358,0.352,0.289,0.149,0.225,0.251,0.242,0.132,0.263,0.219,0.134,0.177,0.031,0.143,0.239,0.228,0.175,0.281,0.173,0.201,0.189,0.194,0.256,0.209,24.356,48.991,75.365,100.0,0.278,26.514,51.705,76.061,99.861,0.07,23.8,48.504,72.164,99.93,0.278,24.356,50.661,75.852,100.0,0.139,25.678,49.339,75.087,99.93,0.07,23.8,48.991,73.278,99.165,0.07,23.939,48.017,75.226,99.93,0.278,25.818,52.47,74.948,99.861,0.209,26.305,49.826,73.486,100.0,0.139,19.903,44.537,71.886,99.93,0.07,25.261,50.522,74.809,100.0,0.209,26.862,49.826,80.306,99.513,0.07,24.704,51.496,75.157,99.861,0.487,24.287,48.782,74.461,100.0,0.139,25.47,48.852,74.6,99.93,0.209,24.287,49.478,75.992,100.0,0.278,26.583,51.357,75.505,99.861,0.07,23.8,48.504,72.164,99.93,0.139,25.678,49.339,75.087,99.93,0.487,23.73,48.713,74.113,100.0,0.07,24.913,51.775,75.713,99.861,1
Positive_187,0.267,0.367,0.367,0.317,0.317,0.367,0.517,0.217,0.267,0.2,0.75,0.05,0.267,0.317,0.417,0.417,0.217,0.367,0.317,0.45,0.233,0.153,0.288,0.102,0.169,0.254,0.237,0.203,0.288,0.153,0.22,0.017,0.085,0.22,0.186,0.322,0.271,0.339,0.051,0.271,0.136,0.237,3.333,23.333,43.333,70.0,98.333,8.333,46.667,58.333,78.333,100.0,1.667,15.0,31.667,65.0,91.667,3.333,41.667,63.333,83.333,100.0,5.0,16.667,31.667,65.0,93.333,1.667,18.333,38.333,61.667,86.667,1.667,16.667,38.333,65.0,98.333,10.0,43.333,60.0,81.667,100.0,8.333,23.333,48.333,78.333,90.0,5.0,15.0,25.0,33.333,91.667,1.667,35.0,55.0,76.667,100.0,28.333,88.333,28.333,53.333,88.333,1.667,41.667,68.333,85.0,100.0,3.333,18.333,43.333,63.333,98.333,5.0,21.667,36.667,65.0,93.333,3.333,23.333,46.667,70.0,98.333,10.0,48.333,58.333,80.0,100.0,1.667,15.0,31.667,65.0,91.667,5.0,16.667,31.667,65.0,93.333,3.333,20.0,45.0,71.667,98.333,1.667,30.0,60.0,76.667,100.0,1
Positive_188,0.345,0.424,0.231,0.455,0.309,0.236,0.453,0.243,0.304,0.112,0.788,0.099,0.331,0.35,0.319,0.403,0.366,0.231,0.309,0.393,0.298,0.313,0.16,0.201,0.278,0.213,0.135,0.223,0.294,0.153,0.167,0.027,0.151,0.246,0.206,0.217,0.309,0.195,0.166,0.23,0.182,0.251,0.258,26.873,54.393,77.778,99.612,0.517,24.031,48.45,72.222,100.0,0.129,21.964,46.512,72.481,99.742,1.809,22.997,47.933,73.773,99.871,0.388,24.935,48.837,70.672,100.0,0.129,27.519,56.46,78.165,98.966,0.129,22.61,45.478,71.189,99.871,0.258,25.194,52.067,74.935,99.742,0.517,25.969,55.039,79.845,100.0,0.388,16.796,42.506,64.47,99.483,0.129,25.711,51.68,76.098,100.0,5.943,24.677,49.483,64.858,99.096,0.129,23.643,47.028,72.868,99.871,0.258,25.969,56.202,78.165,99.612,0.388,24.935,48.32,70.284,100.0,0.258,26.873,55.685,78.811,99.612,1.421,24.031,45.607,70.413,100.0,0.129,21.964,46.512,72.481,99.742,0.388,24.935,48.837,70.672,100.0,0.258,25.581,54.78,77.519,99.612,0.129,23.643,46.253,72.997,99.871,1
Positive_189,0.326,0.437,0.237,0.482,0.289,0.229,0.457,0.274,0.269,0.101,0.796,0.103,0.366,0.32,0.314,0.391,0.372,0.237,0.289,0.374,0.337,0.267,0.149,0.204,0.245,0.225,0.134,0.233,0.226,0.14,0.153,0.025,0.147,0.226,0.217,0.181,0.269,0.176,0.177,0.196,0.183,0.252,0.159,14.671,42.347,70.975,100.0,0.555,30.056,53.688,76.13,99.921,0.079,27.597,51.784,75.734,99.366,0.238,23.87,47.661,73.989,99.921,0.397,30.293,51.784,79.778,99.524,0.079,23.632,50.357,72.72,100.0,0.079,24.346,47.581,74.385,99.921,0.555,31.879,60.587,76.923,99.366,0.159,14.592,46.471,71.531,100.0,0.397,18.081,48.216,65.9,98.81,0.079,24.822,49.405,74.385,100.0,2.141,32.752,54.877,81.205,98.969,0.079,30.452,57.415,75.654,99.921,0.159,14.036,40.999,70.182,100.0,0.397,31.483,51.546,77.716,99.524,0.159,15.067,42.585,70.975,100.0,0.555,31.245,54.877,77.399,99.921,0.079,27.597,51.784,75.734,99.366,0.397,30.293,51.784,79.778,99.524,0.159,15.464,43.378,71.213,100.0,0.079,30.373,57.018,75.099,99.921,1
Positive_190,0.356,0.327,0.317,0.337,0.386,0.277,0.446,0.228,0.327,0.149,0.693,0.158,0.297,0.287,0.416,0.406,0.277,0.317,0.386,0.347,0.267,0.29,0.19,0.2,0.18,0.22,0.19,0.2,0.3,0.2,0.12,0.1,0.18,0.19,0.2,0.19,0.25,0.21,0.18,0.22,0.15,0.2,1.98,24.752,56.436,83.168,99.01,2.97,27.723,43.564,69.307,100.0,0.99,19.802,39.604,63.366,90.099,5.941,31.683,55.446,78.218,98.02,2.97,23.762,48.515,65.347,100.0,0.99,17.822,35.644,83.168,99.01,0.99,22.772,45.545,68.317,100.0,3.96,16.832,42.574,69.307,95.05,1.98,29.703,52.475,79.208,99.01,7.921,21.782,36.634,61.386,87.129,0.99,20.792,50.495,79.208,100.0,6.931,24.752,56.436,66.337,84.158,0.99,16.832,42.574,69.307,95.05,1.98,29.703,51.485,89.109,99.01,2.97,23.762,49.505,66.337,100.0,1.98,29.703,55.446,83.168,99.01,2.97,26.733,43.564,69.307,100.0,0.99,19.802,39.604,63.366,90.099,2.97,23.762,48.515,65.347,100.0,1.98,20.792,53.465,89.109,99.01,0.99,15.842,39.604,69.307,95.05,1
Positive_191,0.33,0.432,0.238,0.476,0.316,0.208,0.465,0.27,0.265,0.13,0.746,0.124,0.362,0.311,0.327,0.381,0.381,0.238,0.316,0.349,0.335,0.295,0.144,0.211,0.314,0.203,0.114,0.238,0.214,0.171,0.217,0.022,0.179,0.255,0.244,0.19,0.331,0.163,0.192,0.206,0.222,0.266,2.703,24.324,51.351,71.892,99.459,0.541,26.486,52.973,77.297,100.0,0.27,22.703,45.135,67.568,99.73,0.541,28.108,57.568,79.459,100.0,1.081,25.946,49.189,74.865,99.73,0.27,17.297,33.243,54.865,99.459,0.27,24.865,48.649,75.946,99.73,1.622,25.405,50.27,76.216,100.0,0.811,24.054,52.432,70.541,99.459,1.081,34.324,49.189,79.73,99.73,0.27,23.784,49.459,74.324,100.0,2.703,24.595,52.973,73.784,96.216,0.27,23.784,49.459,77.297,100.0,0.811,24.324,50.811,72.162,99.459,1.081,24.595,49.189,73.784,99.73,0.811,24.054,50.811,71.892,99.459,0.541,27.297,53.514,77.568,100.0,0.27,22.703,45.135,67.568,99.73,1.081,25.946,49.189,74.865,99.73,0.811,21.892,44.054,69.73,99.459,0.27,26.486,53.784,78.378,100.0,1
Positive_192,0.358,0.421,0.221,0.413,0.367,0.22,0.42,0.282,0.299,0.127,0.726,0.147,0.297,0.325,0.378,0.402,0.376,0.221,0.367,0.359,0.274,0.301,0.163,0.174,0.299,0.184,0.133,0.24,0.254,0.166,0.175,0.048,0.198,0.198,0.231,0.198,0.296,0.18,0.157,0.219,0.214,0.194,0.31,24.458,47.523,72.755,100.0,0.774,26.78,54.954,76.006,99.845,0.155,19.814,42.105,73.994,96.749,0.619,25.077,47.833,71.362,99.845,0.464,28.947,53.406,79.412,100.0,0.155,19.659,46.13,72.136,99.226,0.155,27.09,50.31,77.399,99.69,1.084,21.362,44.582,68.111,99.845,0.31,26.006,53.251,76.78,100.0,0.464,26.471,48.142,77.399,94.272,0.155,23.375,49.536,72.755,99.845,1.548,30.805,51.548,80.65,100.0,0.155,22.291,47.214,70.433,99.845,0.31,23.684,48.916,72.755,99.226,0.464,28.947,51.548,79.412,100.0,0.31,24.458,48.916,74.149,100.0,1.084,26.78,54.025,75.387,99.845,0.155,19.814,42.105,73.994,96.749,0.464,28.947,53.406,79.412,100.0,0.31,22.91,47.523,72.446,99.226,0.155,22.601,47.833,70.433,99.845,1
Positive_193,0.294,0.429,0.277,0.387,0.319,0.294,0.429,0.286,0.286,0.118,0.748,0.134,0.37,0.277,0.353,0.353,0.37,0.277,0.319,0.361,0.319,0.314,0.212,0.246,0.288,0.22,0.169,0.271,0.288,0.153,0.178,0.059,0.195,0.237,0.271,0.203,0.28,0.263,0.195,0.212,0.246,0.28,1.681,14.286,44.538,68.067,99.16,4.202,21.008,46.218,71.429,94.958,0.84,32.773,59.664,75.63,100.0,4.202,14.286,41.176,67.227,96.639,2.521,31.092,54.622,79.832,99.16,0.84,25.21,44.538,73.95,100.0,0.84,15.966,47.059,71.429,100.0,4.202,35.294,63.866,76.471,96.639,1.681,28.571,44.538,64.706,99.16,2.521,21.849,54.622,79.832,98.319,0.84,21.008,42.857,71.429,100.0,15.966,47.059,58.824,78.992,99.16,0.84,22.689,49.58,72.269,100.0,1.681,14.286,33.613,64.706,92.437,2.521,31.092,54.622,79.832,99.16,1.681,20.168,44.538,73.95,99.16,4.202,18.487,47.059,70.588,94.958,0.84,32.773,59.664,75.63,100.0,2.521,31.092,54.622,79.832,99.16,1.681,20.168,41.176,72.269,92.437,0.84,15.126,47.899,70.588,100.0,1
Positive_194,0.284,0.465,0.251,0.409,0.329,0.262,0.523,0.215,0.262,0.123,0.756,0.121,0.32,0.318,0.362,0.383,0.367,0.251,0.329,0.367,0.304,0.233,0.152,0.213,0.269,0.224,0.128,0.204,0.24,0.128,0.164,0.029,0.179,0.2,0.247,0.2,0.249,0.204,0.161,0.182,0.215,0.217,0.447,14.541,43.848,69.799,99.329,0.671,26.398,50.112,76.286,100.0,0.224,29.53,52.349,76.51,99.776,0.671,22.819,49.217,75.168,99.553,2.461,31.991,50.336,73.378,100.0,0.224,20.582,46.309,71.812,99.776,0.224,28.635,49.664,76.957,100.0,0.895,28.188,57.494,75.839,99.553,0.447,17.002,44.295,69.799,99.329,4.922,27.517,40.268,68.009,97.092,0.224,24.161,50.112,75.615,99.776,2.461,23.043,54.362,74.72,100.0,0.224,29.53,58.613,80.089,99.553,0.447,14.541,42.729,65.772,98.434,2.461,31.096,50.783,75.391,100.0,0.447,16.107,42.282,67.562,99.329,0.671,35.794,58.837,78.747,100.0,0.224,29.53,52.349,76.51,99.776,2.461,31.991,50.336,73.378,100.0,0.447,16.555,43.4,69.351,99.776,0.224,29.754,58.613,80.089,99.553,1
Positive_195,0.387,0.378,0.235,0.423,0.308,0.268,0.363,0.31,0.327,0.088,0.805,0.108,0.321,0.35,0.328,0.418,0.347,0.235,0.308,0.436,0.255,0.3,0.161,0.179,0.267,0.223,0.148,0.216,0.23,0.208,0.139,0.024,0.181,0.232,0.219,0.218,0.296,0.165,0.176,0.254,0.161,0.232,1.46,29.745,54.745,78.65,99.635,1.277,22.263,42.518,72.445,99.818,0.182,18.796,48.723,70.985,100.0,1.277,25.0,50.365,74.453,99.818,0.365,21.715,44.343,71.533,100.0,0.182,25.73,54.927,77.92,97.993,0.182,16.788,40.511,72.08,100.0,1.825,29.562,50.73,74.088,99.818,1.642,31.387,54.562,77.19,99.635,0.365,17.883,39.051,75.547,100.0,0.182,25.0,51.642,75.0,99.818,5.657,27.737,45.255,72.628,99.088,0.182,23.54,47.81,73.54,99.818,1.46,27.372,54.197,78.65,99.635,0.365,21.715,45.62,72.445,100.0,1.46,29.197,54.197,78.102,99.635,1.277,22.263,43.613,72.263,99.818,0.182,18.796,48.723,70.985,100.0,0.365,21.715,44.343,71.533,100.0,1.46,30.474,55.839,78.467,99.635,0.182,20.438,42.518,72.993,99.818,1
Positive_196,0.316,0.44,0.244,0.398,0.298,0.304,0.434,0.274,0.292,0.104,0.772,0.124,0.34,0.329,0.332,0.399,0.357,0.244,0.298,0.396,0.306,0.262,0.148,0.2,0.22,0.254,0.153,0.203,0.244,0.154,0.148,0.039,0.182,0.224,0.2,0.198,0.269,0.185,0.162,0.209,0.164,0.25,0.307,20.88,46.059,69.294,99.898,0.205,25.384,49.744,74.923,100.0,0.102,27.124,58.137,81.781,98.567,0.307,23.337,49.437,73.797,100.0,0.409,28.352,51.894,77.38,99.795,0.102,22.927,46.059,72.467,99.693,0.102,27.943,51.689,79.12,100.0,1.126,22.723,46.162,73.695,99.591,0.205,22.62,50.87,71.955,99.795,0.409,27.84,58.751,83.009,97.748,0.102,23.746,48.721,73.49,100.0,3.071,26.51,52.405,76.356,99.795,0.102,22.723,47.288,75.537,100.0,0.205,21.904,45.65,71.341,99.898,0.409,31.627,54.657,79.529,99.795,0.205,21.904,47.799,72.671,99.898,0.614,24.872,48.925,72.16,100.0,0.102,27.124,58.137,81.781,98.567,0.409,28.352,51.894,77.38,99.795,0.205,23.03,47.492,72.671,99.898,0.102,23.132,47.697,75.435,100.0,1
Positive_197,0.374,0.413,0.213,0.5,0.308,0.192,0.444,0.287,0.269,0.108,0.766,0.126,0.315,0.36,0.325,0.43,0.357,0.213,0.308,0.395,0.297,0.337,0.133,0.214,0.298,0.2,0.126,0.225,0.225,0.161,0.165,0.032,0.193,0.214,0.204,0.242,0.316,0.154,0.193,0.242,0.182,0.235,0.699,23.776,49.301,75.175,99.301,1.049,27.622,54.196,75.874,100.0,0.35,17.483,42.657,68.182,99.65,0.699,25.524,51.399,73.077,99.301,1.049,23.427,50.699,75.874,100.0,0.35,20.28,41.958,75.175,96.503,0.35,20.629,48.252,72.378,100.0,3.497,30.07,56.294,73.427,98.601,1.399,20.979,46.154,79.72,98.951,8.042,19.231,47.552,68.881,99.65,0.35,24.825,48.951,75.524,100.0,1.049,25.874,50.699,67.832,97.902,0.35,26.923,51.049,71.678,98.601,0.699,23.776,46.154,75.175,99.301,1.049,23.427,50.35,74.126,100.0,0.699,25.175,46.154,75.175,99.301,1.049,27.273,55.594,76.224,100.0,0.35,17.483,42.657,68.182,99.65,1.049,23.427,50.699,75.874,100.0,0.699,24.126,46.503,74.825,99.301,0.35,26.923,51.049,71.678,98.601,1
Positive_198,0.31,0.415,0.275,0.406,0.303,0.291,0.424,0.261,0.314,0.117,0.78,0.103,0.353,0.319,0.328,0.381,0.344,0.275,0.303,0.394,0.303,0.234,0.186,0.202,0.297,0.239,0.149,0.189,0.239,0.193,0.191,0.03,0.159,0.211,0.26,0.191,0.244,0.2,0.189,0.223,0.223,0.248,0.917,16.055,46.56,77.752,100.0,0.688,25.459,51.147,69.954,97.936,0.229,28.67,52.752,76.606,99.541,0.688,21.56,46.789,73.624,100.0,0.459,28.211,50.459,73.165,99.541,0.229,24.312,53.44,77.294,99.771,0.229,23.165,48.853,72.477,100.0,5.505,31.881,53.44,77.523,99.312,2.064,20.413,47.706,73.394,99.771,0.459,21.101,47.477,75.0,99.541,0.229,24.312,49.771,74.312,100.0,7.11,28.899,52.982,72.936,98.394,0.229,25.917,51.147,74.083,99.312,0.917,15.138,47.706,77.752,100.0,0.459,28.899,50.917,72.936,99.541,0.917,16.972,47.936,77.752,100.0,0.688,26.606,50.917,69.495,97.706,0.229,28.67,52.752,76.606,99.541,0.459,28.211,50.459,73.165,99.541,0.917,22.477,53.211,78.44,100.0,0.229,23.394,45.872,70.413,99.312,1
Positive_199,0.3,0.45,0.25,0.408,0.298,0.294,0.435,0.279,0.286,0.116,0.773,0.111,0.345,0.324,0.332,0.391,0.359,0.25,0.298,0.391,0.311,0.272,0.137,0.229,0.225,0.234,0.149,0.24,0.24,0.16,0.162,0.032,0.162,0.204,0.217,0.187,0.255,0.179,0.187,0.2,0.175,0.234,0.42,25.21,52.521,79.412,98.95,1.05,26.261,48.95,75.0,99.79,0.21,19.538,47.479,66.597,100.0,0.42,23.739,47.899,77.101,99.79,0.63,20.588,47.479,67.857,98.529,0.21,32.143,56.092,77.311,100.0,0.21,23.109,48.95,72.269,100.0,1.891,21.008,43.908,65.966,99.79,0.42,32.353,57.773,81.092,98.95,0.63,12.815,47.479,69.328,97.899,0.21,27.101,52.521,77.731,100.0,1.05,18.487,39.706,54.412,94.958,0.21,22.269,44.328,69.118,100.0,0.42,33.193,59.244,80.462,98.95,0.63,22.479,48.95,69.328,98.529,0.42,32.353,57.353,80.462,99.37,1.05,22.899,44.328,70.378,99.79,0.21,19.538,47.479,66.597,100.0,0.63,20.588,47.479,67.857,98.529,0.42,32.143,57.563,79.202,98.95,0.21,22.059,44.538,74.58,100.0,1
Positive_200,0.364,0.403,0.233,0.449,0.324,0.228,0.449,0.253,0.298,0.111,0.765,0.124,0.299,0.359,0.341,0.427,0.34,0.233,0.324,0.405,0.271,0.273,0.159,0.204,0.291,0.213,0.157,0.23,0.277,0.136,0.178,0.027,0.17,0.174,0.206,0.255,0.274,0.183,0.179,0.275,0.173,0.19,0.256,29.284,54.092,75.064,100.0,0.384,23.274,47.826,74.297,99.744,0.128,24.297,47.698,74.68,99.361,0.256,22.379,48.977,74.808,100.0,0.639,27.366,48.849,75.703,99.616,0.128,26.087,52.558,71.995,99.361,0.128,24.041,48.593,75.192,100.0,1.535,24.297,50.256,74.297,98.465,0.384,26.982,50.895,73.146,98.977,0.639,24.936,45.396,74.68,99.105,0.128,23.529,50.0,73.274,100.0,5.882,32.097,53.453,84.271,99.616,0.128,21.995,48.465,75.192,99.744,0.256,26.087,52.558,73.913,100.0,0.512,26.982,48.082,75.32,99.616,0.256,27.238,52.558,75.448,100.0,1.279,23.657,48.082,74.041,99.744,0.128,24.297,47.698,74.68,99.361,0.639,27.366,48.849,75.703,99.616,0.256,24.808,52.302,73.274,100.0,0.128,22.89,48.21,76.087,99.744,1
Positive_201,0.318,0.394,0.288,0.402,0.379,0.22,0.432,0.333,0.235,0.189,0.705,0.106,0.333,0.288,0.379,0.341,0.371,0.288,0.379,0.303,0.318,0.298,0.16,0.183,0.321,0.16,0.168,0.267,0.198,0.137,0.29,0.015,0.168,0.214,0.26,0.229,0.298,0.176,0.168,0.244,0.244,0.229,1.515,20.455,42.424,62.879,95.455,2.273,29.545,53.03,77.273,100.0,0.758,16.667,50.0,80.303,99.242,3.788,21.212,43.939,74.242,100.0,2.273,28.788,55.303,75.0,99.242,0.758,15.909,42.424,62.879,97.727,0.758,24.242,53.03,76.515,99.242,3.788,31.818,49.242,78.788,100.0,1.515,13.636,35.606,62.879,92.424,3.03,28.788,59.848,80.303,99.242,0.758,21.97,46.212,71.212,100.0,11.364,14.394,53.03,58.333,98.485,0.758,19.697,47.727,82.576,100.0,1.515,21.97,42.424,62.879,95.455,2.273,28.788,55.303,75.0,99.242,1.515,21.97,42.424,65.152,95.455,2.273,27.273,52.273,71.97,100.0,0.758,16.667,50.0,80.303,99.242,2.273,28.788,55.303,75.0,99.242,1.515,21.97,42.424,65.152,97.727,0.758,19.697,47.727,79.545,100.0,1
Positive_202,0.319,0.404,0.277,0.416,0.367,0.217,0.47,0.277,0.253,0.175,0.663,0.163,0.343,0.283,0.373,0.38,0.343,0.277,0.367,0.325,0.307,0.267,0.145,0.224,0.248,0.194,0.164,0.255,0.255,0.109,0.182,0.061,0.194,0.194,0.218,0.182,0.267,0.182,0.188,0.218,0.194,0.182,1.205,24.699,50.0,72.289,98.193,3.012,25.301,45.783,80.723,100.0,0.602,19.88,49.398,69.277,98.795,1.205,23.494,48.193,77.108,100.0,5.422,25.301,46.988,73.494,98.795,0.602,24.699,53.012,70.482,99.398,0.602,25.301,55.422,77.108,100.0,3.012,22.892,43.373,62.651,95.783,1.807,15.663,45.783,71.687,99.398,7.831,19.277,46.988,72.892,98.795,0.602,24.096,50.602,74.699,100.0,5.422,25.904,46.386,64.458,97.59,0.602,23.494,45.181,69.88,100.0,1.205,21.084,53.012,74.096,99.398,5.422,25.301,47.59,75.301,98.795,1.205,24.699,50.0,73.494,99.398,3.012,25.301,43.373,78.916,100.0,0.602,19.88,49.398,69.277,98.795,5.422,25.301,46.988,73.494,98.795,1.205,31.325,53.614,74.096,99.398,0.602,22.289,43.373,69.88,100.0,1
Positive_203,0.261,0.473,0.266,0.339,0.45,0.211,0.553,0.205,0.243,0.159,0.664,0.177,0.3,0.231,0.469,0.311,0.424,0.266,0.45,0.274,0.276,0.242,0.125,0.26,0.312,0.146,0.187,0.216,0.23,0.112,0.208,0.061,0.245,0.134,0.296,0.21,0.24,0.157,0.229,0.238,0.261,0.158,0.144,20.965,44.092,72.983,100.0,0.288,29.467,52.378,74.568,99.928,0.072,21.974,49.856,76.657,99.856,0.576,19.957,45.893,73.775,99.64,0.216,32.277,52.954,72.767,99.856,0.072,21.11,49.712,81.556,100.0,0.072,32.565,53.17,73.055,99.856,0.504,20.317,45.749,79.323,99.063,0.144,19.885,42.435,79.179,100.0,0.216,33.357,53.602,75.648,99.856,0.072,22.406,48.415,75.937,100.0,1.081,28.098,50.72,70.101,97.695,0.072,20.173,47.19,75.0,99.568,0.144,20.893,45.749,79.179,100.0,0.216,31.916,52.666,73.559,99.856,0.144,20.893,45.101,77.666,100.0,1.081,31.7,52.305,72.262,99.784,0.072,21.974,49.856,76.657,99.856,0.216,32.277,52.954,72.767,99.856,0.144,20.101,45.317,80.259,100.0,0.072,20.389,47.55,74.568,99.568,1
Positive_204,0.318,0.468,0.213,0.435,0.272,0.292,0.397,0.286,0.316,0.084,0.806,0.11,0.359,0.342,0.298,0.405,0.381,0.213,0.272,0.396,0.331,0.326,0.135,0.199,0.237,0.266,0.147,0.225,0.247,0.187,0.139,0.017,0.167,0.267,0.206,0.202,0.319,0.174,0.16,0.204,0.18,0.281,0.2,26.426,49.249,77.477,99.6,0.3,23.924,48.148,72.472,99.9,0.1,25.726,53.453,74.675,100.0,0.2,26.226,50.35,73.173,99.9,1.902,26.827,54.855,75.876,99.7,0.1,20.621,45.345,76.276,100.0,0.1,26.426,55.856,76.276,100.0,1.301,23.223,46.947,70.771,99.8,0.2,23.924,47.147,75.275,99.6,1.902,28.128,55.756,74.675,96.496,0.1,23.624,47.548,73.674,100.0,2.402,32.332,60.36,82.783,99.7,0.1,27.027,51.852,73.974,100.0,0.2,22.022,44.945,74.575,99.6,1.902,26.326,54.254,75.676,99.7,0.2,23.624,47.347,76.076,99.6,0.601,25.626,51.451,72.873,99.9,0.1,25.726,53.453,74.675,100.0,1.902,26.827,54.855,75.876,99.7,0.2,21.722,45.846,75.375,99.6,0.1,26.226,51.451,73.173,100.0,1
Positive_205,0.309,0.439,0.252,0.446,0.325,0.228,0.442,0.284,0.274,0.127,0.74,0.133,0.354,0.302,0.344,0.382,0.366,0.252,0.325,0.345,0.33,0.265,0.162,0.212,0.299,0.223,0.152,0.25,0.236,0.154,0.187,0.028,0.201,0.194,0.247,0.217,0.282,0.189,0.186,0.233,0.217,0.224,0.583,22.96,47.203,75.058,99.767,0.233,23.66,53.38,75.641,100.0,0.117,29.021,48.135,73.776,99.883,0.233,24.476,49.767,76.107,100.0,0.35,26.34,50.466,74.242,99.883,0.117,25.175,49.184,70.862,98.951,0.117,26.69,48.951,73.427,100.0,0.233,21.911,50.583,76.573,99.534,0.35,25.058,50.233,76.34,99.767,1.166,29.371,47.669,72.145,99.883,0.117,24.242,50.117,76.224,100.0,0.816,22.844,51.282,72.378,99.767,0.117,23.893,49.534,74.476,100.0,0.583,25.058,48.834,76.224,99.068,0.35,26.34,51.282,74.359,99.883,0.583,25.058,48.834,76.107,99.767,0.233,21.562,52.564,74.942,100.0,0.117,29.021,48.135,73.776,99.883,0.35,26.34,50.466,74.242,99.883,0.583,25.641,50.35,76.457,99.068,0.117,23.31,48.951,74.009,100.0,1
